trail_name,osm_id,total_score,breakdown,distance_miles,surface,difficulty,highway_type,county,ref
Lake Imaging Road,267218295,90,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 0}",0.267,gravel,grade2,track,Transylvania,nan
Trail 1158814089,1158814089,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 0, 'forest_service': 0}",0.265,ground,unknown,track,Unknown,nan
Trail 977079600,977079600,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.264,ground,unknown,path,Unknown,nan
Trail 654363679,654363679,50,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.263,gravel,unknown,footway,Unknown,nan
Trail 686880920,686880920,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 0, 'forest_service': 0}",0.262,dirt,unknown,footway,Unknown,nan
Weaver Bend Fields Road,754775519,85,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.261,unpaved,grade4,track,Unknown,FS 209CA
Gorenflo Gap Road,740402065,100,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.258,gravel,grade2,track,Madison,FS 3543
Campground Connector,266170528,95,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.257,ground,unknown,track,Unknown,FS 329
John P. Gregg Memorial Greenway,267071420,55,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 10, 'named': 10, 'forest_service': 0}",0.256,unpaved,unknown,footway,Unknown,nan
Carver Cemeter Access,288576417,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.255,ground,unknown,path,Unknown,nan
Trail 1125908764,1125908764,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 0, 'forest_service': 0}",0.254,unpaved,unknown,path,Unknown,nan
Summey Cove Trail,392284022,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.252,ground,demanding_mountain_hiking,path,Unknown,nan
Gabes Mountain Trail,167432173,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.251,ground,unknown,path,Unknown,nan
Auger Hole Trail,725732044,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.251,ground,mountain_hiking,path,Unknown,nan
Mount Mitchell Trail,945136731,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.251,ground,mountain_hiking,path,Unknown,TR 190
Cosby Horse Trail,167432602,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 10, 'named': 10, 'forest_service': 0}",0.25,ground,unknown,path,Unknown,nan
Avery Creek Road,231342204,100,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 10, 'named': 10, 'forest_service': 10}",0.25,gravel,grade2,track,Transylvania,FS 477
Trail 150835154,150835154,65,"{'surface': 25, 'difficulty': 25, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.249,gravel,grade2,footway,Unknown,nan
Lyn Lowry Trail,800790864,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.248,dirt,unknown,path,Unknown,nan
Anthony's Road,135346067,80,"{'surface': 35, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.247,dirt,grade4,path,Unknown,nan
Snake Den Ridge Trail,167434311,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.247,ground,unknown,path,Unknown,nan
Trail 609065419,609065419,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.247,dirt,unknown,footway,Unknown,nan
Little Cataloochee Trail,962913982,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.246,ground,unknown,path,Unknown,nan
HHS Connector,770940354,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.245,dirt,unknown,path,Unknown,nan
Catawba Falls Trail,1305574251,55,"{'surface': 20, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.245,unpaved,unknown,path,Unknown,nan
Nature Trail,1037894203,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.244,ground,mountain_hiking,path,Unknown,nan
Buckhorn Gap,816523707,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.243,ground,unknown,path,Unknown,103
Sleepy Gap Trail,114869502,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 10}",0.241,ground,mountain_hiking,path,Unknown,FS 339
Trail 150835153,150835153,65,"{'surface': 25, 'difficulty': 25, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.24,gravel,grade2,footway,Unknown,nan
Trail 153736239,153736239,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.24,dirt,unknown,footway,Henderson,nan
Trail 1243557574,1243557574,85,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 10}",0.24,gravel,grade2,track,Madison,FS 275
Laurel Mountain Connecter,112927472,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.239,ground,unknown,path,Unknown,110
Trail 1157668389,1157668389,60,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.239,dirt,unknown,path,Unknown,nan
Sarvis Cove Road,653672165,85,"{'surface': 35, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.238,dirt,grade4,track,Unknown,nan
Upper Cove Creek - B,1240957759,100,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.238,ground,grade4,track,Unknown,FS 225B
Trail 725732007,725732007,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.237,ground,grade5,track,Unknown,nan
Pink Beds Loop Trail,813166033,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.237,ground,unknown,path,Unknown,nan
Trail 1272611361,1272611361,40,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.236,unpaved,unknown,footway,Unknown,nan
Art Loeb Trail,481036002,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.235,ground,mountain_hiking,path,Unknown,nan
Trail 1081023185,1081023185,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.234,ground,unknown,path,Unknown,nan
Small Creek Trail,114869519,105,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 10}",0.233,ground,hiking,path,Unknown,FS 334
House on a Hill Hiking Trail,841407681,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.233,ground,unknown,footway,Unknown,nan
Pilot Cove Road,902827013,100,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.233,ground,grade4,track,Unknown,FS 5014
Old Mitchell Toll Road,543309867,110,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.232,ground,grade4,track,Buncombe,nan
Poplar Cove Horse Trail,708519189,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.232,ground,unknown,path,Unknown,TR 22
Trail 1180534877,1180534877,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.232,ground,unknown,path,Unknown,nan
John P. Gregg Memorial Greenway,267071418,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.23,dirt,unknown,footway,Unknown,nan
Bent Creek Trail,271782270,95,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.227,ground,hiking,path,Unknown,nan
Lower Indian-Queen Cemetery Access,288576432,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.227,ground,unknown,track,Unknown,nan
Homestead Trail,178174608,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.226,ground,hiking,footway,Unknown,nan
Trail 725732021,725732021,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.226,ground,grade5,track,Unknown,nan
Trail 1112521244,1112521244,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.226,ground,unknown,track,Unknown,nan
Mountains-to-Sea Trail,627876814,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.225,ground,mountain_hiking,path,Unknown,nan
Trail 725732005,725732005,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.225,ground,grade2,track,Unknown,nan
Log Hollow Road,903828135,70,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.224,unpaved,unknown,track,Unknown,FS 5043
Wildflower Trail,1309951596,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.222,ground,unknown,path,Unknown,nan
Chimney Tops Trail,275606039,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.22,ground,unknown,path,Unknown,nan
Locust Gap Connector,1160894022,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.219,ground,unknown,track,Unknown,nan
Trail 1189856920,1189856920,60,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.219,ground,unknown,footway,Unknown,nan
Trail 1189856916,1189856916,60,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.218,ground,unknown,footway,Unknown,nan
Squibb Creek Trail,989734609,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.215,ground,unknown,path,Unknown,TR 23
Trail 279413668,279413668,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.214,ground,unknown,path,Unknown,nan
Horse Creek Road,985367123,90,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.212,unpaved,grade2,track,Unknown,FS 94
Sheperd Creek Road,1056333890,60,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.212,unpaved,unknown,track,Macon,nan
Memminger Trail Loop,326475498,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.211,unpaved,unknown,footway,Unknown,nan
Trail 993293825,993293825,40,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.211,unpaved,unknown,footway,Unknown,nan
Trail 452768357,452768357,75,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.21,gravel,grade2,track,Henderson,nan
High Falls Trail,484940828,55,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.21,gravel,unknown,footway,Unknown,nan
Trail 618023918,618023918,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.209,ground,unknown,track,Unknown,nan
Trail 1161199181,1161199181,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 10}",0.209,ground,unknown,track,Unknown,FS 4650A
Rattlesnake Trail,430789109,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.208,ground,mountain_hiking,path,Unknown,nan
Silvermine Road,672349744,80,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.207,gravel,grade1,track,Madison,FS 162
Trail 16780647,16780647,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.206,unpaved,unknown,track,Transylvania,nan
Wilson Boundary Road,945136764,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.205,ground,grade4,track,Yancey,nan
Trail 1180534875,1180534875,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.205,unpaved,unknown,track,Unknown,nan
Trail 1241711580,1241711580,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.205,ground,grade3,track,Unknown,nan
Stone Mountain Trail,1420964920,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.205,dirt,unknown,path,Unknown,nan
Trail 1161225741,1161225741,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.204,ground,unknown,track,Unknown,nan
Trail 1192135779,1192135779,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.204,ground,unknown,path,Unknown,nan
Trail 1160071682,1160071682,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.202,ground,unknown,track,Unknown,nan
Lake Imaging Road,267238355,85,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.201,gravel,grade2,track,Transylvania,nan
Friendship Baptist Church Cemetery Access,288576425,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.201,ground,unknown,footway,Unknown,nan
Appalachian Trail,977084486,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.201,ground,unknown,path,Unknown,TR 1-08
Old Trestle Road,150639869,105,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.199,ground,mountain_hiking,path,Buncombe,nan
Lickstone Ridge Road,627923018,80,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.199,gravel,grade1,track,Unknown,FS 97
Baskins Creek Trail,981356152,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.199,ground,unknown,path,Unknown,nan
Trail 1326268366,1326268366,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.198,dirt,unknown,footway,Unknown,nan
Trail 453509870,453509870,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.197,ground,grade5,track,Unknown,nan
Deerfield Connector,114869504,105,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 10}",0.196,ground,hiking,path,Unknown,FS 335A
Paint Creek Trail,991015633,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.196,ground,unknown,path,Unknown,TR 10
Trail 764143156,764143156,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.195,ground,unknown,path,Unknown,nan
Short Cut Trail,1126587899,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.194,dirt,unknown,path,Unknown,nan
Trail,16774292,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.193,dirt,unknown,footway,Swain,nan
Running Cedar Road,39799997,100,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.193,ground,hiking,track,Unknown,nan
Trail 957396586,957396586,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.192,ground,unknown,path,Unknown,nan
Trail 135266422,135266422,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.19,ground,grade3,track,Unknown,nan
Camp Creek Bald Firetower Trail,653663700,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.189,ground,unknown,path,Unknown,nan
Trail 663589299,663589299,80,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.189,ground,grade4,track,Jackson,nan
Avery Creek,816523716,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.188,ground,unknown,path,Unknown,327
Courthouse Creek Road,267518638,80,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.187,gravel,grade1,track,Transylvania,FS 140
Rattlesnake Trail,1037894234,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.187,ground,mountain_hiking,path,Unknown,nan
Log Cabin Road,893555129,70,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.186,unpaved,grade4,track,Greene,nan
Gabes Mountain Trail,1185062689,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.186,ground,unknown,path,Unknown,nan
Trail 1240048791,1240048791,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.186,ground,unknown,track,Unknown,nan
Hooker Creek - Climbing Trail,1420090018,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.186,dirt,unknown,path,Unknown,nan
Headwater Road,903836402,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.185,gravel,grade2,track,Unknown,FS 475B
Berea Connector,135346061,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.184,dirt,unknown,path,Unknown,nan
Chestnut Ridge Road,994959071,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.184,gravel,grade2,track,Cocke,FS 22501
Trail 1189851092,1189851092,55,"{'surface': 25, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.184,gravel,unknown,track,Unknown,nan
Trail 1385473792,1385473792,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.183,dirt,unknown,footway,Unknown,nan
Kanati Fork Quiet Walkway,167432416,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.182,ground,unknown,path,Unknown,nan
The Gate Trail,430789115,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.181,ground,mountain_hiking,path,Unknown,nan
Trail 1113384162,1113384162,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.181,ground,unknown,track,Unknown,nan
Fork Mountain Ridge Trail,1190281939,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 10, 'forest_service': 0}",0.181,ground,unknown,footway,Unknown,nan
Trail 326452451,326452451,40,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.18,unpaved,unknown,footway,Unknown,nan
Trail 1434826559,1434826559,55,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.18,dirt,unknown,footway,Unknown,nan
Trail 326452454,326452454,40,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.179,unpaved,unknown,footway,Unknown,nan
Trail 988129626,988129626,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.179,ground,unknown,path,Unknown,nan
Trail 1167811570,1167811570,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.179,dirt,unknown,track,Unknown,nan
Old Mitchell Trail,146253863,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.178,ground,demanding_mountain_hiking,path,Unknown,nan
Vanderbeek Drive,693160597,60,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.178,unpaved,unknown,track,Unknown,nan
Trail 1208396895,1208396895,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.178,unpaved,grade5,track,Unknown,nan
Big Ivy Road,112873699,80,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.176,gravel,grade1,track,Unknown,FS 74
Buck Forest Road,266888665,65,"{'surface': 20, 'difficulty': 10, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.176,unpaved,grade1,track,Unknown,nan
East Ridge Trail,1037894244,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.176,ground,mountain_hiking,path,Unknown,nan
Trail 1413418816,1413418816,50,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.176,unpaved,unknown,track,Unknown,nan
Big Creek Group Camp,16587936,60,"{'surface': 25, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.175,gravel,unknown,path,Unknown,nan
Short Cut Trail,1126587898,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.175,dirt,unknown,path,Unknown,nan
Trail 1180512424,1180512424,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.175,ground,unknown,track,Unknown,nan
Trail 135266421,135266421,90,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.173,ground,grade3,track,Unknown,nan
Meadow Creek Road,636164965,75,"{'surface': 25, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 10}",0.173,gravel,unknown,track,Unknown,FS 142
Trail 1160101349,1160101349,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.173,ground,unknown,track,Unknown,nan
Trail 16651311,16651311,75,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.171,gravel,grade2,track,Madison,nan
CCC Road,725732034,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.171,ground,grade5,track,Transylvania,nan
Old Mitchell Trail,945136741,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.17,ground,demanding_mountain_hiking,track,Unknown,nan
Trail 1113384139,1113384139,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.17,ground,unknown,track,Unknown,nan
Wilson Boundary Road,945136768,100,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.168,ground,grade2,track,Yancey,nan
Bridal Veil Falls Road,162981999,85,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.167,gravel,grade2,track,Unknown,nan
Old Mitchell Trail,114576858,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.165,ground,demanding_mountain_hiking,path,Unknown,nan
Trail 164856360,164856360,65,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 0, 'forest_service': 0}",0.165,ground,unknown,path,Unknown,nan
Trail 725732019,725732019,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.165,ground,grade5,track,Unknown,nan
Trail 1005899591,1005899591,40,"{'surface': 20, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.165,unpaved,unknown,footway,Unknown,nan
Trail 732146823,732146823,45,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.163,gravel,unknown,footway,Unknown,nan
Trail 16653607,16653607,75,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.162,gravel,grade2,track,Madison,nan
Lookout Trail,410475885,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.162,ground,mountain_hiking,path,Unknown,nan
Trail 125812494,125812494,45,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.161,gravel,unknown,footway,Unknown,nan
Sanders Connector,294112188,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 5, 'named': 10, 'forest_service': 0}",0.161,dirt,unknown,path,Unknown,nan
Trail 446476043,446476043,45,"{'surface': 25, 'difficulty': 5, 'trail_type': 10, 'length': 5, 'named': 0, 'forest_service': 0}",0.161,gravel,unknown,footway,Unknown,nan
Mountains-to-Sea Trail,663589396,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 10, 'forest_service': 0}",0.161,ground,mountain_hiking,track,Unknown,nan
Trail 945136752,945136752,80,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 5, 'named': 0, 'forest_service': 0}",0.16,ground,grade4,track,Unknown,nan
